Season,Player,Nation,Pos,Age,fbref_ID
2018,Chris Odoi-Atsem,USA,DF,22,375ec69e
2018,Dominic Oduro,GHA,FWMF,32,73f325d9
2018,Ebenezer Ofori,GHA,MF,22,a5d77c4e
2018,Lawrence Olum,KEN,MFDF,33,3f2116ff
2018,Wyatt Omsberg,USA,DF,22,cd44ba68
2018,Nedum Onuoha,ENG,DF,31,b28a0b5a
2018,Ike Opara,USA,DF,28,6f1d6006
2018,Kofi Opare,CAN,DF,27,877286b4
2018,Edward Opoku,USA,FW,21,3a60a6cb
2018,Alfredo Ortuño,ESP,FW,27,b5077003
2018,Jonathan Osorio,CAN,MFFW,25,70106ff6
2018,David Ousted,DEN,GK,32,28269907
2018,Rodrigo Pacheco,ARG,FW,21,8607dcaa
2018,Frantz Pangop,CMR,FWMF,24,ca54a18e
2018,Cristhian Paredes,PAR,MF,19,0d8a2551
2018,Tim Parker,USA,DF,24,4988a44d
2018,Michael Parkhurst,USA,DF,34,602e2c34
2018,Kevin Partida,USA,DF,22,dac1adc3
2018,PC,BRA,DFMF,23,18d94cb0
2018,Taylor Peay,USA,DF,26,b738418e
2018,João Pedro,POR,MF,24,c51a704e
2018,Marquinhos Pedroso,BRA,DF,24,ae0779f6
2018,Ronaldo Peña,VEN,FW,20,e9b0ad3d
2018,Cristian Penilla,ECU,FWMF,26,64d36568
2018,Joshua Pérez,SLV,MF,20,b207c92c
2018,Michael Petrasso,CAN,DF,22,075faf85
2018,Demar Phillips,JAM,DF,34,f9abd777
2018,Ignacio Piatti,ARG,FW,32,ece7bafd
2018,Fafà Picault,USA,FW,26,dbaa10c0
2018,Samuel Piette,CAN,MF,23,bc33c73b
2018,Stefano Pinho,BRA,FWMF,27,1470c0e9
2018,Joao Plata,ECU,FW,25,a037286c
2018,Andy Polo,PER,MFFW,23,d886b9b9
2018,Matt Polster,USA,DF,24,d1d418f8
2018,Paxton Pomykal,USA,MFFW,18,c1f0fb45
2018,Chris Pontius,USA,FWDF,30,be30178e
2018,Alvas Powell,JAM,DF,23,2f91124d
2018,Dillon Powers,USA,MFFW,26,35f79831
2018,Jack Price,ENG,MF,25,6217c92d
2018,Andrew Putna,USA,GK,23,5ba8a3f3
2018,Valeri Qazaishvili,GEO,FWMF,25,c8c03e98
2018,Yeferson Quintana,URU,DF,21,98ad6f3a
2018,Darwin Quintero,COL,MFFW,30,0cc00553
2018,Romell Quioto,HON,FWMF,26,122e850d
2018,Joel Qwiberg,SWE,DF,25,d0c26016
2018,Jukka Raitala,FIN,DF,29,67b054d1
2018,Christian Ramirez,USA,FW,26,316d5521
2018,Rafael Ramos,POR,DF,23,f8ddf51c
2018,Matthew Real,USA,DF,18,1c2c030a
2018,Kristoffer Reaves,USA,DF,22,b3c6d9ad
2018,Tommy Redding,USA,DF,21,47a3a74f
2018,Eric Remedi,ARG,MF,22,38e2cbd6
2018,Yordy Reyna,PER,FWMF,24,eec316d9
2018,Tosaint Ricketts,CAN,FWMF,30,54769358
2018,Liam Ridgewell,ENG,DF,33,7c9e057e
2018,Nick Rimando,USA,GK,38,cf975d73
2018,Alexander Ring,FIN,MFDF,26,6c1221d6
2018,Carlos Rivas,COL,FW,23,02832bd0
2018,Jalen Robinson,USA,DF,23,900bc4f7
2018,Miles Robinson,USA,DF,20,782a95d9
2018,Luis Robles,USA,GK,33,15e6b513
2018,Tony Rocha,BLZ,DFMF,24,85538cdd
2018,Angelo Rodríguez,COL,FW,28,0e9ea6cf
2018,Memo Rodriguez,USA,FWMF,22,fc6c6b2b
2018,Víctor Rodríguez,ESP,FWMF,28,15781606
2018,Alex Roldan,SLV,FWMF,21,1255a82a
2018,Cristian Roldan,USA,MFFW,22,48875649
2018,David Romney,USA,DF,24,b7b6e781
2018,Wayne Rooney,ENG,FW,32,f07be45a
2018,Oriol Rosell,ESP,MF,25,2a17ef3e
2018,Keegan Rosenberry,USA,DF,24,f940c69e
2018,Diego Rossi,URU,FW,19,a81dba8c
2018,Brian Rowe,USA,GK,29,fff21763
2018,Kelyn Rowe,USA,MFFW,26,cf928adb
2018,Daniel Royer,AUT,FW,27,a92a4407
2018,Diego Rubio,CHI,FW,24,3f082234
2018,Raúl Ruidíaz,PER,FW,27,7a4296e1
2018,Pablo Ruíz,ARG,DFMF,19,7368cd70
2018,Albert Rusnák,SVK,MFFW,23,0adeafaa
2018,Johnny Russell,SCO,FW,27,a30e1562
2018,Marc Rzatkowski,GER,MFFW,27,491d3ad0
2018,Bacary Sagna,FRA,DF,34,6ef56efd
2018,Shea Salinas,USA,DF,31,4c10838d
2018,Dániel Sallói,HUN,FW,21,6fcddf5f
2018,Ilie Sánchez,ESP,MF,27,72979f65
2018,Richard Sánchez,MEX,GK,23,4903c3a6
2018,James Sands,USA,MF,17,dccd127f
2018,Lamine Sané,SEN,DF,30,125cb9fe
2018,Harold Santiago Mosquera,COL,FWMF,22,bca135e8
2018,Pedro Santos,POR,FWMF,29,789da0f2
2018,C.J. Sapong,USA,FW,29,ef4e4c5d
2018,Sebastián Saucedo,USA,FW,21,07aed9c9
2018,Gastón Sauro,ARG,DF,27,636ca479
2018,Jefferson Savarino,VEN,FW,21,91721722
2018,Chris Schuler,USA,DF,30,6bc7d83c
2018,Rasmus Schüller,FIN,MFFW,26,0e624c72
2018,Bastian Schweinsteiger,GER,MFDF,33,ccc22fea
2018,Mark Segbers,USA,DF,21,a84af631
2018,Ulises Segura,CRC,MFFW,24,23d2e1db
2018,Chris Seitz,USA,GK,30,8b388dd5
2018,Philippe Senderos,SUI,DF,32,b1d82fc2
2018,Dillon Serna,USA,MFFW,23,c57a3d03
2018,Brek Shea,USA,FWDF,27,adb6ae24
2018,Khiry Shelton,USA,FW,24,f935709c
2018,Harry Shipp,USA,FW,26,77c62610
2018,Shamit Shome,CAN,MF,20,94d98e8d
2018,Bobby Shuttleworth,USA,GK,30,4598ac94
2018,Danilo da Silva,BRA,DF,31,1286ba63
2018,Alejandro Silva González,URU,FWMF,28,d5ac2471
2018,Marcelo Silva,URU,DF,28,b9596515
2018,Pierre da Silva,USA,FW,19,5efebf63
2018,Jay Simpson,ENG,FWMF,29,fe9c9bfc
2018,Seth Sinovic,USA,DF,31,55328176
2018,Axel Sjöberg,SWE,DF,26,d7eb2464
2018,Jørgen Skjelvik,NOR,DF,26,7bfd96fd
2018,Brad Smith,AUS,DF,23,c76c717c
2018,Graham Smith,USA,DF,22,ae3330d0
2018,Tommy Smith,NZL,DF,27,26a48676
2018,Luis Solignac,ARG,FWMF,26,760de4ba
2018,Gabriel Somi,SYR,DF,26,0711c00f
2018,Eduardo Sosa,VEN,MFFW,20,b799f70d
2018,Jonathan Spector,USA,DF,31,3670bd5c
2018,Ben Spencer,USA,FW,22,b31b032b
2018,Mac Steeves,USA,FWMF,23,0b5156d9
2018,Zack Steffen,USA,GK,22,42130443
2018,Daniel Steres,USA,DF,27,17c03c76
2018,Zoltán Stieber,HUN,MFFW,29,495b10e2
2018,Brad Stuver,USA,GK,26,6a1940d5
2018,Sunny,NGA,MF,29,1eb38665
2018,Scott Sutter,SUI,DF,31,b58f5f17
2018,Gustav Svensson,SWE,MFDF,30,733713ef
2018,Ben Sweat,USA,DF,26,6937b1ac
2018,Saphir Taïder,ALG,MF,25,a12d0c05
2018,Mitchell Taintor,USA,DF,23,2a44ec3d
2018,Ismael Tajouri-Shradi,LBY,FWMF,23,ef4249ff
2018,Andrew Tarbell,USA,GK,24,c5487a34
2018,Amro Tarek,EGY,DF,25,52c930c0
2018,Tony Tchani,CMR,MF,28,ded24a6c
2018,Cristian Techera,URU,FWMF,25,af678e48
2018,Russell Teibert,CAN,MF,25,674befe9
2018,Ryan Telfer,TRI,DFFW,23,a5333872
2018,Jérôme Thiesson,SUI,DF,30,3b08106f
2018,Tommy Thompson,USA,MFFW,22,5f6c69d8
2018,Chris Tierney,USA,DF,32,94978be1
2018,Anton Tinnerholm,SWE,DF,26,0fe96099
2018,Donny Toia,USA,DF,25,d286f965
2018,Nouhou Tolo,CMR,DF,20,0796512f
2018,Román Torres,PAN,DF,31,9787f0ad
2018,Mason Toye,USA,FW,19,0aa41f67
2018,Wil Trapp,USA,MF,25,9bf9391c
2018,Auston Trusty,USA,DF,19,cddf767b
2018,Bill Tuiloma,NZL,DF,22,bf547c54
2018,Matt Turner,USA,GK,23,4a51ba65
2018,Ema Twumasi,GHA,FW,20,9ca4b140
2018,Victor Ulloa,USA,MF,25,e7056f05
2018,Marco Ureña,CRC,FW,27,823e3479
2018,Maximiliano Urruti,ARG,FWMF,26,6c8fb474
2018,Zarek Valentin,PUR,DF,26,f0d23e7b
2018,Milton Valenzuela,ARG,DF,19,82318d24
2018,Diego Valeri,ARG,MFFW,31,31da63ad
2018,Florian Valot,FRA,FWMF,24,ad454d78
2018,Jeisson Vargas,CHI,FWMF,20,87353884
2018,Brandon Vazquez,USA,FW,19,c570cf22
2018,Víctor Vázquez,ESP,MFFW,31,6c564d36
2018,Carlos Vela,MEX,FWMF,28,e0cd04e0
2018,David Villa,ESP,FW,36,ade08a67
2018,Jorge Villafaña,USA,DF,28,32337fb2
2018,Héctor Villalba,PAR,FW,23,22aecad6
2018,Jose Villarreal,USA,MF,24,d926bbff
2018,Brandon Vincent,USA,DF,23,48f4ae56
2018,Sam Vines,USA,DF,18,2d6e535f
2018,Rodney Wallace,CRC,FW,29,4fe634dd
2018,Collen Warner,USA,MF,29,75babbce
2018,Kendall Waston,CRC,DF,30,02ea59b0
2018,Jared Watts,USA,DF,25,cfea8b63
2018,Chris Wehan,USA,FWMF,24,9dea5bda
2018,Andrew Wenger,USA,DFFW,27,431f0200
2018,Andrew Wheeler-Omiunu,USA,MF,23,70054442
2018,Brian White,USA,FW,21,54c948de
2018,Josh Williams,USA,DF,29,06098bfc
2018,Romario Williams,JAM,FWMF,23,d961761c
2018,Sheanon Williams,USA,DFFW,27,89f58cbd
2018,Joe Willis,USA,GK,29,467f09c8
2018,Danny Wilson,SCO,DFMF,26,9cfe9254
2018,Henry Wingo,USA,FWDF,22,0362c29e
2018,Magnus Wolff Eikrem,NOR,FWMF,27,3a770838
2018,Chris Wondolowski,USA,FWMF,35,37f46eda
2018,Brian Wright,CAN,FWMF,22,9d44880d
2018,Bradley Wright-Phillips,ENG,FW,32,9bb42ab8
2018,Deklan Wynne,NZL,DF,22,6088d2d9
2018,Yoshimar Yotún,PER,MFFW,27,b6af8c85
2018,Jackson Yueill,USA,MF,20,7dce16bf
2018,Wilfried Zahibo,CTA,MF,24,784ec3de
2018,Gyasi Zardes,USA,FW,26,09ae7f92
2018,Eriq Zavaleta,SLV,DF,25,edbfbb3f
2018,Reto Ziegler,SUI,DF,32,facb3c57
2018,Walker Zimmerman,USA,DF,24,220fa883
2018,Sal Zizzo,USA,DF,30,1be94685
2018,Graham Zusi,USA,DF,31,9ba42447
